model_type,	noise,angle,sig_frac,n_epochs,train_time,epochs,eval_acc,train_acc,test_acc,eval_loss,train_loss,test_loss,weighted_n_events,n_raw_bkgd,n_raw_sig,n_pass_bkgd,n_pass_sig,raw_signif,pass_signif
relegator_factor,	0.2,1.4,0.0056,1000,26.0852,363,0.7327,0.7325,0.7327,0.3915,0.4731,0.3882,100000,13254,552,1051,450,4.698,11.615
relegator_factor,	0.2,1.4,0.0056,1000,33.7156,472,0.7780,0.7779,0.7780,0.3178,0.4003,0.3414,100000,13432,555,735,418,4.693,12.310
relegator_factor,	0.2,1.4,0.0056,1000,34.5817,488,0.7669,0.7668,0.7669,0.3151,0.4103,0.2769,100000,13396,548,592,406,4.641,12.852
relegator_factor,	0.2,1.4,0.0056,1000,38.9927,544,0.7687,0.7687,0.7687,0.2873,0.3642,0.2987,100000,13387,556,493,408,4.709,13.592
relegator_factor,	0.2,1.4,0.0056,1000,31.0780,432,0.7643,0.7642,0.7643,0.3407,0.4134,0.3648,100000,13267,552,993,436,4.696,11.534
relegator_factor,	0.2,1.4,0.0056,1000,33.1874,464,0.6808,0.6806,0.6809,0.3310,0.4289,0.3560,100000,13497,555,993,436,4.682,11.534
relegator_factor,	0.2,1.4,0.0056,1000,26.9517,375,0.7617,0.7616,0.7618,0.3412,0.4365,0.3779,100000,13574,554,875,433,4.661,11.972
relegator_factor,	0.2,1.4,0.0056,1000,31.5679,441,0.6525,0.6523,0.6526,0.3367,0.4315,0.2993,100000,13357,550,668,429,4.664,12.953
relegator_factor,	0.2,1.4,0.0056,1000,28.6346,401,0.7783,0.7782,0.7783,0.3653,0.4502,0.3480,100000,13439,551,1108,458,4.658,11.574
relegator_factor,	0.2,1.4,0.0056,1000,28.4409,400,0.7610,0.7609,0.7610,0.3262,0.3896,0.2885,100000,13421,556,735,435,4.703,12.717
relegator_factor,	0.2,1.4,0.0056,1000,32.6157,452,0.7574,0.7573,0.7574,0.3221,0.4067,0.3422,100000,13328,555,867,445,4.710,12.286
relegator_factor,	0.2,1.4,0.0056,1000,35.6668,501,0.7641,0.7640,0.7641,0.3280,0.4076,0.3294,100000,13300,553,860,431,4.698,11.995
relegator_factor,	0.2,1.4,0.0056,1000,30.9013,432,0.7735,0.7734,0.7735,0.3318,0.4193,0.3334,100000,13199,553,828,439,4.716,12.333
relegator_factor,	0.2,1.4,0.0056,1000,31.4266,440,0.7738,0.7737,0.7738,0.3168,0.3820,0.3260,100000,13443,554,692,429,4.683,12.813
relegator_factor,	0.2,1.4,0.0056,1000,31.1255,435,0.7594,0.7593,0.7594,0.3265,0.4161,0.3171,100000,13493,551,802,431,4.649,12.274
relegator_factor,	0.2,1.4,0.0056,1000,28.8848,404,0.7300,0.7298,0.7300,0.3426,0.4142,0.3470,100000,13306,550,794,440,4.672,12.526
relegator_factor,	0.2,1.4,0.0056,1000,29.1893,408,0.7662,0.7661,0.7662,0.3558,0.4371,0.3365,100000,13339,555,1061,450,4.708,11.577
relegator_factor,	0.2,1.4,0.0056,1000,27.7908,387,0.7622,0.7620,0.7622,0.3504,0.4421,0.3411,100000,13370,553,1060,427,4.687,11.073
relegator_diff,	0.2,1.4,0.0056,1000,26.1719,363,0.6834,0.6833,0.6835,-1.6399,-0.8360,-1.6937,100000,13549,555,49,310,4.673,16.361
relegator_diff,	0.2,1.4,0.0056,1000,29.5040,415,0.7243,0.7243,0.7243,-1.9088,-0.8871,-1.7787,100000,13072,549,38,279,4.704,15.670
relegator_diff,	0.2,1.4,0.0056,1000,31.9192,448,0.7371,0.7372,0.7371,-2.0148,-0.9483,-2.1168,100000,13484,554,20,268,4.676,15.792
relegator_diff,	0.2,1.4,0.0056,1000,27.4212,385,0.7330,0.7330,0.7330,-1.9490,-0.8266,-1.7226,100000,13376,554,36,294,4.694,16.184
relegator_diff,	0.2,1.4,0.0056,1000,26.9788,377,0.7501,0.7501,0.7500,-1.9745,-0.7580,-1.8315,100000,13476,554,44,279,4.677,15.524
relegator_diff,	0.2,1.4,0.0056,1000,32.8472,458,0.7673,0.7673,0.7672,-1.8164,-0.8186,-1.8221,100000,13315,551,45,300,4.679,16.151
relegator_diff,	0.2,1.4,0.0056,1000,32.0362,445,0.7686,0.7686,0.7686,-1.8530,-0.8241,-1.7745,100000,13430,548,31,289,4.635,16.156
relegator_diff,	0.2,1.4,0.0056,1000,35.4283,498,0.7644,0.7645,0.7644,-2.0366,-0.8831,-2.0097,100000,13401,544,15,249,4.607,15.325
relegator_diff,	0.2,1.4,0.0056,1000,29.7128,416,0.7632,0.7632,0.7631,-1.7859,-0.7970,-1.8283,100000,13180,555,60,313,4.736,16.207
relegator_diff,	0.2,1.4,0.0056,1000,31.5129,441,0.7557,0.7558,0.7556,-1.8348,-0.7962,-1.8414,100000,13370,557,22,273,4.720,15.895
relegator_diff,	0.2,1.4,0.0056,1000,33.3713,466,0.7372,0.7373,0.7372,-2.0889,-0.8883,-2.1007,100000,13390,554,32,266,4.692,15.409
relegator_diff,	0.2,1.4,0.0056,1000,25.9365,363,0.7339,0.7339,0.7339,-1.5030,-0.7879,-1.6107,100000,13454,556,65,320,4.697,16.309
relegator_diff,	0.2,1.4,0.0056,1000,26.8775,376,0.7124,0.7125,0.7123,-1.9141,-1.2580,-1.8230,100000,13342,551,3,144,4.675,11.877
relegator_diff,	0.2,1.4,0.0056,1000,27.2664,380,0.7554,0.7555,0.7554,-1.6884,-0.7832,-1.8640,100000,13298,552,38,296,4.690,16.196
relegator_diff,	0.2,1.4,0.0056,1000,30.3821,426,0.7204,0.7205,0.7203,-2.1451,-2.2123,-2.1872,100000,13186,551,0,115,4.701,10.724
relegator_diff,	0.2,1.4,0.0056,1000,22.0426,308,0.7479,0.7477,0.7479,-0.7601,-0.5479,-0.7534,100000,13319,554,338,379,4.704,14.154
relegator_diff,	0.2,1.4,0.0056,1000,29.2926,406,0.7169,0.7170,0.7169,-2.0240,-0.9243,-1.8432,100000,13337,556,23,277,4.717,15.993
relegator_diff,	0.2,1.4,0.0056,1000,30.7612,433,0.7590,0.7590,0.7589,-1.7474,-0.8112,-1.8452,100000,13359,552,39,290,4.680,15.988
relegator_diff,	0.2,1.4,0.0056,1000,29.8114,418,0.7689,0.7690,0.7689,-1.9840,-0.9530,-1.8578,100000,13318,551,46,286,4.679,15.696
relegator_diff,	0.2,1.4,0.0056,1000,30.9275,429,0.7281,0.7282,0.7281,-2.1112,-0.8788,-1.7576,100000,13485,549,38,293,4.634,16.105
regress,	0.2,1.4,0.01,1000,32.9249,551,0.8088,0.8088,0.8088,0.2725,0.3081,0.2716,100000,13244,990,96,570,8.298,22.087
regress,	0.2,1.4,0.01,1000,36.7133,604,0.7951,0.7951,0.7952,0.2694,0.3007,0.2772,100000,13221,989,77,583,8.297,22.693
regress,	0.2,1.4,0.01,1000,29.4504,493,0.7987,0.7987,0.7988,0.2737,0.3103,0.2730,100000,13388,988,58,569,8.240,22.724
regress,	0.2,1.4,0.01,1000,34.6812,581,0.8084,0.8084,0.8085,0.2724,0.3044,0.2650,100000,13276,990,79,586,8.289,22.724
regress,	0.2,1.4,0.01,1000,32.8136,551,0.8035,0.8034,0.8035,0.2707,0.3082,0.2825,100000,13372,987,82,577,8.237,22.477
regress,	0.2,1.4,0.01,1000,31.7412,527,0.8194,0.8194,0.8195,0.2714,0.3094,0.2797,100000,13319,985,83,566,8.236,22.217
regress,	0.2,1.4,0.01,1000,27.7511,460,0.7962,0.7962,0.7963,0.2684,0.3019,0.2770,100000,13349,992,155,639,8.284,22.677
regress,	0.2,1.4,0.01,1000,29.7816,494,0.8016,0.8016,0.8017,0.2675,0.3020,0.2787,100000,13342,985,139,607,8.229,22.224
regress,	0.2,1.4,0.01,1000,36.4397,601,0.8045,0.8045,0.8046,0.2801,0.3131,0.2704,100000,13254,989,81,572,8.287,22.384
regress,	0.2,1.4,0.01,1000,31.9119,532,0.7956,0.7956,0.7957,0.2700,0.3060,0.2721,100000,13300,991,206,641,8.290,22.025
regress,	0.2,1.4,0.01,1000,29.2410,483,0.7823,0.7823,0.7824,0.2812,0.3167,0.2830,100000,13158,989,116,579,8.315,21.963
regress,	0.2,1.4,0.01,1000,29.1055,482,0.8132,0.8131,0.8132,0.2752,0.3068,0.2747,100000,13276,988,210,683,8.272,22.856
regress,	0.2,1.4,0.01,1000,32.3238,540,0.8029,0.8029,0.8030,0.2755,0.3130,0.2749,100000,13381,990,52,511,8.258,21.536
regress,	0.2,1.4,0.01,1000,31.7587,527,0.7975,0.7975,0.7976,0.2740,0.3105,0.2794,100000,13302,990,95,608,8.281,22.931
regress,	0.2,1.4,0.01,1000,30.7015,513,0.7973,0.7973,0.7973,0.2759,0.3119,0.2633,100000,13204,983,62,528,8.253,21.737
regress,	0.2,1.4,0.01,1000,30.4390,508,0.8096,0.8096,0.8097,0.2716,0.3070,0.2723,100000,13355,983,135,618,8.209,22.521
regress,	0.2,1.4,0.01,1000,31.3617,522,0.8162,0.8162,0.8163,0.2754,0.3078,0.2713,100000,13218,992,46,536,8.322,22.218
regress,	0.2,1.4,0.01,1000,30.9499,517,0.8063,0.8063,0.8064,0.2754,0.3108,0.2717,100000,13216,987,97,569,8.282,22.048
regress,	0.2,1.4,0.01,1000,32.6677,545,0.8163,0.8162,0.8163,0.2714,0.3042,0.2712,100000,13401,988,109,606,8.236,22.663
regress,	0.2,1.4,0.01,1000,31.1409,516,0.8027,0.8026,0.8027,0.2765,0.3142,0.2736,100000,13378,991,107,599,8.267,22.544
binary_softmax,	0.2,1.4,0.01,1000,29.0666,481,0.8017,0.8016,0.8017,0.2699,0.3081,0.2679,100000,13362,991,1678,868,8.272,17.202
binary_softmax,	0.2,1.4,0.01,1000,27.1209,445,0.8091,0.8091,0.8092,0.2774,0.3116,0.2656,100000,13283,988,1734,851,8.270,16.738
binary_softmax,	0.2,1.4,0.01,1000,25.7730,424,0.7923,0.7922,0.7923,0.2712,0.3006,0.2778,100000,13319,991,1717,863,8.284,16.990
binary_softmax,	0.2,1.4,0.01,1000,27.5815,456,0.7985,0.7984,0.7985,0.2697,0.3033,0.2810,100000,13327,985,1627,846,8.234,17.012
binary_softmax,	0.2,1.4,0.01,1000,28.1850,461,0.7929,0.7928,0.7929,0.2726,0.3042,0.2797,100000,13421,992,1713,870,8.263,17.118
binary_softmax,	0.2,1.4,0.01,1000,26.9857,449,0.8084,0.8083,0.8084,0.2721,0.3071,0.2771,100000,13475,993,1632,858,8.256,17.194
binary_softmax,	0.2,1.4,0.01,1000,30.3938,502,0.7998,0.7998,0.7999,0.2719,0.3073,0.2764,100000,13281,988,1625,853,8.271,17.136
binary_softmax,	0.2,1.4,0.01,1000,31.7653,524,0.8157,0.8157,0.8157,0.2724,0.3048,0.2833,100000,13233,988,2009,874,8.285,16.278
binary_softmax,	0.2,1.4,0.01,1000,33.4102,548,0.8097,0.8096,0.8097,0.2733,0.3053,0.2722,100000,13299,976,1683,838,8.169,16.690
binary_softmax,	0.2,1.4,0.01,1000,25.3780,414,0.7873,0.7873,0.7874,0.2766,0.3135,0.2766,100000,13496,991,1603,857,8.233,17.279
binary_softmax,	0.2,1.4,0.01,1000,29.7066,491,0.8195,0.8194,0.8195,0.2703,0.3098,0.2710,100000,13440,988,1969,880,8.225,16.487
binary_softmax,	0.2,1.4,0.01,1000,24.6930,407,0.7941,0.7941,0.7942,0.2751,0.3080,0.2714,100000,13227,988,1625,858,8.287,17.219
binary_softmax,	0.2,1.4,0.01,1000,36.1638,602,0.8108,0.8107,0.8108,0.2715,0.3094,0.2702,100000,13351,987,1713,865,8.243,17.036
binary_softmax,	0.2,1.4,0.01,1000,27.3841,453,0.8047,0.8046,0.8047,0.2736,0.3068,0.2811,100000,13309,984,1591,841,8.231,17.054
binary_softmax,	0.2,1.4,0.01,1000,33.3620,549,0.8194,0.8194,0.8194,0.2697,0.3044,0.2683,100000,13406,992,1531,834,8.267,17.149
binary_softmax,	0.2,1.4,0.01,1000,26.4064,437,0.8030,0.8030,0.8031,0.2771,0.3132,0.2701,100000,13382,989,1917,866,8.250,16.416
binary_softmax,	0.2,1.4,0.01,1000,25.1661,411,0.8040,0.8040,0.8040,0.2774,0.3109,0.2733,100000,13296,996,1934,879,8.331,16.573
binary_softmax,	0.2,1.4,0.01,1000,35.0542,572,0.8024,0.8024,0.8024,0.2716,0.3058,0.2790,100000,13399,988,1528,845,8.237,17.346
binary_softmax,	0.2,1.4,0.01,1000,24.6506,409,0.8005,0.8004,0.8005,0.2692,0.3055,0.2712,100000,13415,987,1827,872,8.224,16.785
binary_softmax,	0.2,1.4,0.01,1000,28.9337,479,0.7953,0.7952,0.7953,0.2744,0.3102,0.2724,100000,13202,991,1631,875,8.318,17.479
relegator,	0.2,1.4,0.01,1000,41.0860,571,0.7648,0.7648,0.7648,0.6526,0.8411,0.6636,100000,13175,986,62,566,8.286,22.586
relegator,	0.2,1.4,0.01,1000,38.1190,531,0.7753,0.7753,0.7753,0.7091,0.9025,0.7187,100000,13384,988,107,609,8.241,22.759
relegator,	0.2,1.4,0.01,1000,39.9303,553,0.7054,0.7054,0.7054,0.6267,0.8337,0.6788,100000,13407,981,89,586,8.178,22.555
relegator,	0.2,1.4,0.01,1000,43.7337,596,0.7025,0.7025,0.7025,0.6786,0.8649,0.6882,100000,13516,984,78,570,8.172,22.392
relegator,	0.2,1.4,0.01,1000,41.9214,580,0.7236,0.7236,0.7236,0.6710,0.8714,0.6655,100000,13196,986,74,571,8.280,22.483
relegator,	0.2,1.4,0.01,1000,32.8279,451,0.7187,0.7187,0.7187,0.6888,0.8870,0.6874,100000,13373,983,102,589,8.204,22.407
relegator,	0.2,1.4,0.01,1000,40.2884,560,0.6262,0.6261,0.6262,0.6646,0.8792,0.6819,100000,13336,986,88,572,8.239,22.265
relegator,	0.2,1.4,0.01,1000,38.1501,528,0.7651,0.7651,0.7652,0.6868,0.8764,0.7222,100000,13404,993,108,625,8.276,23.085
relegator,	0.2,1.4,0.01,1000,30.0713,416,0.7307,0.7306,0.7307,0.9179,1.0267,0.9308,100000,13372,987,660,737,8.237,19.718
relegator,	0.2,1.4,0.01,1000,37.7990,522,0.7517,0.7516,0.7517,0.6667,0.8684,0.6887,100000,13431,987,95,598,8.220,22.716
relegator,	0.2,1.4,0.01,1000,36.8774,509,0.7634,0.7634,0.7634,0.6869,0.8602,0.7306,100000,13280,987,99,577,8.263,22.192
relegator,	0.2,1.4,0.01,1000,32.1226,444,0.7726,0.7726,0.7726,0.7313,0.9075,0.7491,100000,13082,983,141,625,8.289,22.582
relegator,	0.2,1.4,0.01,1000,35.0075,484,0.7051,0.7050,0.7051,0.6755,0.8498,0.6874,100000,13299,994,101,592,8.314,22.488
relegator,	0.2,1.4,0.01,1000,35.8861,494,0.7555,0.7555,0.7555,0.6997,0.8705,0.6941,100000,13258,991,67,581,8.302,22.824
relegator,	0.2,1.4,0.01,1000,33.8417,465,0.4892,0.4893,0.4891,0.8345,1.0026,0.8683,100000,13305,989,55,568,8.272,22.756
relegator,	0.2,1.4,0.01,1000,41.4290,572,0.7780,0.7780,0.7780,0.6661,0.8513,0.6355,100000,13290,991,71,572,8.293,22.557
relegator,	0.2,1.4,0.01,1000,27.0318,374,0.7409,0.7408,0.7409,0.8725,0.9939,0.9210,100000,13260,993,433,707,8.318,20.940
relegator,	0.2,1.4,0.01,1000,36.6102,510,0.7672,0.7673,0.7672,0.6542,0.8532,0.6820,100000,13143,992,67,570,8.344,22.584
relegator,	0.2,1.4,0.01,1000,40.3258,562,0.7691,0.7691,0.7691,0.6807,0.8597,0.6576,100000,13237,986,90,607,8.268,22.992
relegator,	0.2,1.4,0.01,1000,33.0361,456,0.6992,0.6992,0.6993,0.6945,0.8823,0.6984,100000,13292,984,92,584,8.236,22.462
relegator_factor,	0.2,1.4,0.01,1000,33.3207,467,0.7690,0.7689,0.7691,0.1740,0.2157,0.1706,100000,13400,984,618,749,8.205,20.258
relegator_factor,	0.2,1.4,0.01,1000,38.5445,535,0.7789,0.7789,0.7790,0.1759,0.2247,0.1801,100000,13418,987,516,739,8.224,20.860
relegator_factor,	0.2,1.4,0.01,1000,28.5782,400,0.7681,0.7680,0.7681,0.1906,0.2391,0.2019,100000,13382,989,1045,790,8.250,18.442
relegator_factor,	0.2,1.4,0.01,1000,35.4579,495,0.7689,0.7688,0.7689,0.1863,0.2293,0.1994,100000,13387,984,1029,783,8.208,18.394
relegator_factor,	0.2,1.4,0.01,1000,30.2250,421,0.7688,0.7687,0.7689,0.1819,0.2435,0.2115,100000,13542,988,938,781,8.196,18.837
relegator_factor,	0.2,1.4,0.01,1000,27.8029,386,0.7650,0.7649,0.7651,0.1899,0.2404,0.1844,100000,13257,989,881,780,8.286,19.139
relegator_factor,	0.2,1.4,0.01,1000,39.4615,553,0.7633,0.7632,0.7633,0.1743,0.2185,0.1887,100000,13418,988,730,755,8.232,19.592
relegator_factor,	0.2,1.4,0.01,1000,29.5804,408,0.7343,0.7342,0.7343,0.1998,0.2385,0.2026,100000,13316,984,912,776,8.229,18.888
relegator_factor,	0.2,1.4,0.01,1000,26.1243,363,0.7715,0.7714,0.7715,0.1870,0.2326,0.1898,100000,13152,982,905,784,8.260,19.077
relegator_factor,	0.2,1.4,0.01,1000,34.9545,488,0.7620,0.7619,0.7620,0.1897,0.2387,0.1804,100000,13470,989,722,767,8.225,19.877
relegator_factor,	0.2,1.4,0.01,1000,30.6037,426,0.7862,0.7861,0.7862,0.1844,0.2356,0.1876,100000,13203,982,945,785,8.245,18.873
relegator_factor,	0.2,1.4,0.01,1000,30.0468,420,0.7472,0.7471,0.7472,0.1862,0.2322,0.1818,100000,13319,982,674,722,8.212,19.324
relegator_factor,	0.2,1.4,0.01,1000,34.2750,480,0.7569,0.7568,0.7570,0.1834,0.2385,0.1961,100000,13228,987,933,788,8.278,18.995
relegator_factor,	0.2,1.4,0.01,1000,32.6299,457,0.7434,0.7432,0.7434,0.1784,0.2321,0.1842,100000,13247,991,640,755,8.305,20.214
relegator_factor,	0.2,1.4,0.01,1000,28.3472,394,0.7557,0.7556,0.7558,0.1836,0.2185,0.2199,100000,13397,992,919,790,8.270,19.110
relegator_factor,	0.2,1.4,0.01,1000,28.1216,393,0.7632,0.7631,0.7632,0.1883,0.2262,0.2049,100000,13355,989,996,798,8.258,18.840
relegator_factor,	0.2,1.4,0.01,1000,26.8035,373,0.7486,0.7485,0.7486,0.1985,0.2464,0.2093,100000,13232,986,937,777,8.269,18.768
relegator_factor,	0.2,1.4,0.01,1000,34.8996,488,0.7763,0.7762,0.7763,0.1736,0.2236,0.2051,100000,13298,984,880,792,8.234,19.369
relegator_factor,	0.2,1.4,0.01,1000,25.3767,351,0.7431,0.7429,0.7431,0.2249,0.2740,0.2124,100000,13240,989,1167,814,8.291,18.289
relegator_factor,	0.2,1.4,0.01,1000,31.1520,437,0.7716,0.7715,0.7716,0.1925,0.2388,0.2043,100000,13225,986,876,777,8.271,19.111
relegator_diff,	0.2,1.4,0.01,1000,27.5052,383,0.7548,0.7548,0.7548,-3.2354,-1.7739,-2.8956,100000,13356,994,42,536,8.298,22.295
relegator_diff,	0.2,1.4,0.01,1000,28.4949,397,0.7428,0.7427,0.7428,-2.9163,-1.7041,-2.7228,100000,13295,992,39,528,8.299,22.174
relegator_diff,	0.2,1.4,0.01,1000,31.0659,436,0.7393,0.7393,0.7393,-3.2580,-1.7558,-3.2822,100000,13206,984,23,491,8.260,21.657
relegator_diff,	0.2,1.4,0.01,1000,28.3078,397,0.7355,0.7356,0.7355,-3.2237,-1.6952,-3.2379,100000,13286,988,44,541,8.270,22.368
relegator_diff,	0.2,1.4,0.01,1000,26.3848,369,0.7246,0.7246,0.7246,-3.0137,-1.6845,-2.6307,100000,13095,993,46,556,8.366,22.661
relegator_diff,	0.2,1.4,0.01,1000,29.8937,418,0.7445,0.7444,0.7445,-2.9578,-1.6660,-2.8191,100000,13391,992,57,554,8.272,22.412
relegator_diff,	0.2,1.4,0.01,1000,25.7659,361,0.7308,0.7307,0.7308,-2.9180,-1.5142,-2.9212,100000,13361,977,47,520,8.159,21.838
relegator_diff,	0.2,1.4,0.01,1000,26.1670,367,0.6782,0.6782,0.6782,-3.3992,-1.6980,-3.1019,100000,13157,987,37,508,8.299,21.760
relegator_diff,	0.2,1.4,0.01,1000,27.8502,390,0.7315,0.7315,0.7315,-3.0549,-1.6242,-3.1329,100000,13347,988,49,561,8.252,22.714
relegator_diff,	0.2,1.4,0.01,1000,28.6244,395,0.7605,0.7605,0.7605,-3.0647,-1.6997,-2.7016,100000,13447,984,47,528,8.191,22.019
relegator_diff,	0.2,1.4,0.01,1000,27.0721,378,0.7357,0.7357,0.7357,-3.1597,-1.8559,-2.7223,100000,13230,980,67,555,8.221,22.253
relegator_diff,	0.2,1.4,0.01,1000,26.1848,367,0.7223,0.7222,0.7223,-3.1591,-1.7962,-3.1898,100000,13191,984,33,509,8.265,21.863
relegator_diff,	0.2,1.4,0.01,1000,29.5857,413,0.7449,0.7449,0.7449,-3.1500,-1.7006,-2.9224,100000,13223,984,28,545,8.256,22.768
relegator_diff,	0.2,1.4,0.01,1000,28.4462,399,0.7492,0.7491,0.7492,-2.9606,-1.7351,-2.8370,100000,13158,987,60,565,8.299,22.600
relegator_diff,	0.2,1.4,0.01,1000,29.5589,411,0.7405,0.7406,0.7405,-3.1783,-1.6419,-3.0958,100000,13240,990,32,521,8.299,22.155
relegator_diff,	0.2,1.4,0.01,1000,26.7666,376,0.7432,0.7432,0.7432,-3.2477,-1.6043,-3.1941,100000,13395,983,47,503,8.198,21.448
relegator_diff,	0.2,1.4,0.01,1000,27.4766,381,0.7126,0.7126,0.7126,-3.1236,-1.8143,-3.1640,100000,13224,988,21,464,8.288,21.069
relegator_diff,	0.2,1.4,0.01,1000,26.8459,376,0.7649,0.7649,0.7649,-2.9961,-1.7453,-2.8233,100000,13194,993,54,588,8.337,23.207
relegator_diff,	0.2,1.4,0.01,1000,26.4398,370,0.7538,0.7538,0.7538,-3.2722,-1.6516,-3.3570,100000,13354,985,25,513,8.226,22.117
relegator_diff,	0.2,1.4,0.01,1000,27.3031,380,0.7353,0.7354,0.7353,-3.3366,-1.7937,-2.9334,100000,13211,987,15,347,8.283,18.238
regress,	0.2,1.4,0.0178,1000,30.5021,510,0.7975,0.7975,0.7975,0.2707,0.3081,0.2826,100000,13171,1758,112,1080,14.388,31.281
regress,	0.2,1.4,0.0178,1000,28.5780,475,0.8028,0.8027,0.8028,0.2770,0.3118,0.2772,100000,13258,1767,464,1311,14.415,31.117
regress,	0.2,1.4,0.0178,1000,30.4389,506,0.8153,0.8152,0.8153,0.2731,0.3047,0.2747,100000,13411,1760,121,1089,14.289,31.307
regress,	0.2,1.4,0.0178,1000,28.0941,468,0.8044,0.8044,0.8045,0.2708,0.3054,0.2785,100000,13176,1756,338,1233,14.370,31.108
regress,	0.2,1.4,0.0178,1000,31.6729,526,0.7908,0.7907,0.7908,0.2752,0.3084,0.2845,100000,13374,1760,234,1155,14.307,30.991
regress,	0.2,1.4,0.0178,1000,31.5517,527,0.8176,0.8176,0.8176,0.2737,0.3098,0.2788,100000,13253,1758,758,1344,14.349,29.315
regress,	0.2,1.4,0.0178,1000,32.5937,542,0.8034,0.8034,0.8034,0.2772,0.3110,0.2749,100000,13385,1766,423,1282,14.347,31.047
regress,	0.2,1.4,0.0178,1000,28.8618,482,0.8041,0.8040,0.8041,0.2735,0.3078,0.2627,100000,13123,1752,157,1125,14.365,31.420
regress,	0.2,1.4,0.0178,1000,27.4529,459,0.7969,0.7969,0.7970,0.2769,0.3112,0.2756,100000,13229,1754,414,1259,14.329,30.781
regress,	0.2,1.4,0.0178,1000,29.6267,497,0.8110,0.8110,0.8111,0.2725,0.3094,0.2779,100000,13275,1757,434,1262,14.331,30.644
regress,	0.2,1.4,0.0178,1000,30.9185,514,0.7964,0.7963,0.7964,0.2791,0.3131,0.2720,100000,13231,1761,231,1190,14.382,31.568
regress,	0.2,1.4,0.0178,1000,31.6378,527,0.7865,0.7864,0.7865,0.2740,0.3147,0.2749,100000,13166,1762,120,1119,14.421,31.790
regress,	0.2,1.4,0.0178,1000,31.3614,522,0.8067,0.8067,0.8067,0.2723,0.3055,0.2794,100000,13194,1765,66,1053,14.431,31.478
regress,	0.2,1.4,0.0178,1000,28.1247,467,0.7957,0.7957,0.7958,0.2744,0.3100,0.2797,100000,13349,1757,215,1170,14.295,31.438
regress,	0.2,1.4,0.0178,1000,27.3337,455,0.7964,0.7964,0.7965,0.2758,0.3152,0.2837,100000,13369,1764,147,1119,14.340,31.449
regress,	0.2,1.4,0.0178,1000,30.5453,509,0.7902,0.7901,0.7902,0.2779,0.3128,0.2753,100000,13148,1764,277,1216,14.445,31.471
regress,	0.2,1.4,0.0178,1000,32.7511,544,0.8176,0.8176,0.8176,0.2746,0.3130,0.2758,100000,13171,1752,137,1099,14.342,31.260
regress,	0.2,1.4,0.0178,1000,28.0016,468,0.7968,0.7967,0.7968,0.2794,0.3094,0.2707,100000,13102,1756,126,1065,14.406,30.860
regress,	0.2,1.4,0.0178,1000,29.4900,488,0.8023,0.8023,0.8024,0.2714,0.3096,0.2792,100000,13315,1766,108,1075,14.381,31.255
regress,	0.2,1.4,0.0178,1000,30.3409,503,0.7923,0.7923,0.7924,0.2756,0.3109,0.2730,100000,13108,1760,200,1179,14.434,31.749
binary_softmax,	0.2,1.4,0.0178,1000,27.1258,447,0.7996,0.7996,0.7997,0.2793,0.3109,0.2639,100000,13159,1754,1848,1536,14.363,26.404
binary_softmax,	0.2,1.4,0.0178,1000,25.2941,417,0.7884,0.7883,0.7884,0.2697,0.3065,0.2698,100000,13325,1762,1687,1503,14.345,26.611
binary_softmax,	0.2,1.4,0.0178,1000,32.4286,538,0.8145,0.8145,0.8145,0.2743,0.3071,0.2758,100000,13193,1759,1784,1540,14.385,26.711
binary_softmax,	0.2,1.4,0.0178,1000,30.6623,508,0.8130,0.8130,0.8131,0.2707,0.3018,0.2840,100000,13075,1759,1730,1546,14.442,27.011
binary_softmax,	0.2,1.4,0.0178,1000,31.0738,510,0.8079,0.8078,0.8079,0.2694,0.2983,0.2719,100000,13036,1756,1848,1571,14.438,26.867
binary_softmax,	0.2,1.4,0.0178,1000,29.3307,484,0.8013,0.8013,0.8014,0.2678,0.3019,0.2786,100000,13312,1761,1658,1529,14.344,27.084
binary_softmax,	0.2,1.4,0.0178,1000,32.0659,531,0.8140,0.8139,0.8140,0.2695,0.2999,0.2749,100000,13225,1753,1746,1527,14.324,26.691
binary_softmax,	0.2,1.4,0.0178,1000,26.7376,443,0.7960,0.7959,0.7960,0.2765,0.3097,0.2778,100000,13308,1759,1726,1532,14.330,26.840
binary_softmax,	0.2,1.4,0.0178,1000,29.4066,481,0.8046,0.8046,0.8046,0.2732,0.3092,0.2675,100000,13323,1754,1718,1516,14.285,26.658
binary_softmax,	0.2,1.4,0.0178,1000,27.3264,451,0.7908,0.7908,0.7909,0.2724,0.3114,0.2758,100000,13170,1757,1804,1527,14.381,26.458
binary_softmax,	0.2,1.4,0.0178,1000,24.3901,402,0.7943,0.7942,0.7943,0.2779,0.3145,0.2767,100000,13244,1761,1803,1542,14.376,26.662
binary_softmax,	0.2,1.4,0.0178,1000,28.6069,469,0.7928,0.7927,0.7928,0.2780,0.3110,0.2757,100000,13181,1762,1872,1576,14.414,26.839
binary_softmax,	0.2,1.4,0.0178,1000,26.9621,446,0.7998,0.7997,0.7998,0.2704,0.3077,0.2751,100000,13044,1750,1588,1496,14.388,26.939
binary_softmax,	0.2,1.4,0.0178,1000,34.5894,573,0.8133,0.8133,0.8133,0.2737,0.3097,0.2709,100000,13199,1763,1748,1521,14.413,26.602
